T_H,theta,jz_mean,jz_var,d_jz_analytical,d_jz_numerical,delta_theta_analytical,delta_theta_numerical,delta_theta_theory,is_fringe_extremum,abs_sin
0.4104180503,1,-0.458477052,0.03979879282,0.08187690214,0.08187690212,2.436540009,2.43654001,2.436540009,False,0.3989926958
0.4161390553,1,-0.4573282356,0.04085088488,0.08410836895,0.08410836891,2.403042894,2.403042896,2.403042894,False,0.4042320367
0.4219398081,1,-0.4561481229,0.04192888994,0.08639869511,0.08639869514,2.370006292,2.370006291,2.370006292,False,0.4095309021
0.4278214202,1,-0.4549358891,0.04303333681,0.08874932045,0.08874932048,2.337423871,2.33742387,2.337423871,False,0.4148895603
0.4337850188,1,-0.4536906893,0.04416475846,0.09116171333,0.09116171332,2.305289387,2.305289387,2.305289387,False,0.4203082605
0.4398317467,1,-0.4524116581,0.04532369164,0.09363737088,0.09363737086,2.273596682,2.273596683,2.273596682,False,0.4257872316
0.4459627627,1,-0.4510979092,0.04651067633,0.09617781903,0.09617781904,2.242339683,2.242339683,2.242339683,False,0.4313266805
0.4521792417,1,-0.449748535,0.04772625531,0.09878461266,0.09878461266,2.2115124,2.2115124,2.2115124,False,0.4369267916
0.4584823751,1,-0.448362606,0.04897097351,0.1014593356,0.1014593357,2.181108924,2.181108923,2.181108924,False,0.4425877247
0.4648733708,1,-0.4469391709,0.05024537749,0.1042036007,0.1042036007,2.15112343,2.151123431,2.15112343,False,0.4483096139
0.4713534535,1,-0.4454772556,0.05155001472,0.1070190497,0.1070190497,2.121550171,2.121550172,2.121550171,False,0.4540925664
0.477923865,1,-0.4439758632,0.0528854329,0.1099073532,0.1099073532,2.09238348,2.092383481,2.09238348,False,0.4599366604
0.4845858645,1,-0.4424339733,0.05425217923,0.1128702106,0.1128702107,2.063617768,2.063617767,2.063617768,False,0.4658419442
0.4913407286,1,-0.4408505421,0.05565079954,0.1159093498,0.1159093497,2.035247521,2.035247523,2.035247521,False,0.4718084338
0.4981897519,1,-0.4392245013,0.05708183743,0.119026527,0.119026527,2.007267304,2.007267304,2.007267304,False,0.4778361118
0.5051342469,1,-0.4375547584,0.05854583336,0.1222235264,0.1222235264,1.979671753,1.979671753,1.979671753,False,0.4839249254
0.5121755443,1,-0.4358401959,0.0600433236,0.1255021598,0.1255021597,1.952455581,1.952455581,1.952455581,False,0.4900747845
0.5193149937,1,-0.434079671,0.06157483918,0.1288642661,0.1288642661,1.925613572,1.925613573,1.925613572,False,0.4962855597
0.526553963,1,-0.4322720153,0.06314090476,0.1323117112,0.1323117113,1.899140582,1.899140581,1.899140582,False,0.5025570804
0.5338938397,1,-0.4304160344,0.06474203735,0.1358463865,0.1358463866,1.873031539,1.873031537,1.873031539,False,0.5088891327
0.5413360303,1,-0.4285105074,0.06637874504,0.1394702093,0.1394702092,1.847281437,1.847281438,1.847281437,False,0.5152814572
0.548881961,1,-0.4265541869,0.06805152563,0.143185121,0.143185121,1.821885343,1.821885344,1.821885343,False,0.5217337468
0.5565330778,1,-0.4245457984,0.0697608651,0.1469930871,0.1469930871,1.796838391,1.79683839,1.796838391,False,0.528245644
0.5642908471,1,-0.4224840398,0.07150723608,0.1508960954,0.1508960954,1.772135779,1.772135779,1.772135779,False,0.534816739
0.5721567555,1,-0.4203675818,0.07329109618,0.1548961555,0.1548961556,1.747772774,1.747772773,1.747772774,False,0.5414465668
0.5801323104,1,-0.4181950667,0.07511288621,0.1589952973,0.1589952973,1.723744708,1.723744709,1.723744708,False,0.5481346047
0.5882190402,1,-0.4159651087,0.07697302834,0.1631955697,0.1631955698,1.700046975,1.700046974,1.700046975,False,0.5548802694
0.5964184946,1,-0.4136762937,0.07887192407,0.1674990391,0.167499039,1.676675035,1.676675035,1.676675035,False,0.5616829144
0.6047322449,1,-0.4113271785,0.0808099522,0.1719077876,0.1719077876,1.653624407,1.653624407,1.653624407,False,0.5685418268
0.6131618845,1,-0.4089162915,0.08278746658,0.1764239115,0.1764239115,1.630890676,1.630890676,1.630890676,False,0.5754562245
0.6217090286,1,-0.4064421314,0.0848047938,0.1810495191,0.1810495192,1.608469483,1.608469482,1.608469483,False,0.5824252529
0.6303753153,1,-0.4039031682,0.08686223073,0.1857867286,0.1857867287,1.586356534,1.586356533,1.586356534,False,0.5894479815
0.6391624053,1,-0.4012978421,0.08896004193,0.1906376659,0.1906376659,1.564547589,1.564547588,1.564547589,False,0.5965234008
0.6480719826,1,-0.3986245641,0.09109845693,0.1956044618,0.1956044617,1.543038469,1.543038469,1.543038469,False,0.6036504185
0.6571057546,1,-0.3958817155,0.09327766737,0.2006892496,0.2006892496,1.521825053,1.521825053,1.521825053,False,0.6108278559
0.6662654525,1,-0.3930676481,0.09549782399,0.2058941619,0.2058941619,1.500903276,1.500903276,1.500903276,False,0.6180544442
0.6755528315,1,-0.3901806845,0.09775903348,0.2112213277,0.2112213277,1.480269127,1.480269127,1.480269127,False,0.6253288206
0.6849696716,1,-0.3872191173,0.1000613552,0.2166728685,0.2166728684,1.459918652,1.459918653,1.459918652,False,0.6326495244
0.6945177774,1,-0.3841812104,0.1024047976,0.2222508949,0.2222508949,1.439847953,1.439847953,1.439847953,False,0.6400149922
